lamb flux
3807.150390625 107.96846008300781
3808.026123046875 112.67223358154297
3808.904296875 109.52198791503906
3809.780517578125 107.19609069824219
3810.658935546875 112.35848999023438
3811.53564453125 108.56307983398438
3812.41259765625 101.59996795654297
3813.291748046875 100.28572845458984
3814.1689453125 98.39364624023438
3815.04833984375 93.65522766113281
3815.926025390625 92.63159942626953
3816.805908203125 99.17095184326172
3817.68408203125 106.46284484863281
3818.562255859375 97.01276397705078
3819.44287109375 87.77071380615234
3820.321533203125 77.13105010986328
3821.202392578125 94.2353515625
3822.08154296875 106.41094207763672
3822.962890625 100.75501251220703
3823.84228515625 99.16400146484375
3824.72412109375 108.57669830322266
3825.60400390625 113.35978698730469
3826.484130859375 107.19589233398438
3827.366455078125 103.381103515625
3828.246826171875 115.12145233154297
3829.129638671875 120.12239074707031
3830.010498046875 123.28434753417969
3830.893798828125 125.47966766357422
3831.775146484375 123.06656646728516
3832.656494140625 121.49032592773438
3833.540283203125 123.6687240600586
3834.42236328125 117.39141082763672
3835.306396484375 122.27642059326172
3836.188720703125 110.85248565673828
3837.073486328125 127.39600372314453
3837.9560546875 118.50849151611328
3838.839111328125 113.58751678466797
3839.724365234375 113.9464340209961
3840.607666015625 112.42292022705078
3841.4931640625 122.79771423339844
3842.376953125 122.1441650390625
3843.262939453125 116.43817138671875
3844.147216796875 124.07598114013672
3845.031494140625 120.35953521728516
3845.918212890625 112.3487548828125
3846.802978515625 112.84024810791016
3847.68994140625 111.05226135253906
3848.5751953125 106.63175964355469
3849.462646484375 103.9455795288086
3850.34814453125 98.80459594726562
3851.23388671875 108.51116180419922
3852.1220703125 100.12053680419922
3853.00830078125 91.7757339477539
3853.896728515625 104.68263244628906
3854.783203125 116.47229766845703
3855.672119140625 113.57478332519531
3856.55908203125 99.16118621826172
3857.4462890625 93.18993377685547
3858.3359375 96.582763671875
3859.223388671875 86.52021026611328
3860.113525390625 97.1560287475586
3861.00146484375 101.45805358886719
3861.891845703125 107.38565063476562
3862.7802734375 112.05178833007812
3863.668701171875 111.33647918701172
3864.559814453125 114.5405502319336
3865.44873046875 114.79866790771484
3866.340087890625 112.6632308959961
3867.229736328125 123.49954223632812
3868.121337890625 120.41317749023438
3869.01123046875 121.04510498046875
3869.9013671875 118.65653991699219
3870.793701171875 117.78046417236328
3871.68408203125 125.68905639648438
3872.576904296875 125.33473205566406
3873.4677734375 125.34013366699219
3874.361083984375 128.0127716064453
3875.25244140625 121.84276580810547
3876.143798828125 119.18689727783203
3877.03759765625 125.53675842285156
3877.9296875 123.37512969970703
3878.82373046875 124.56822204589844
3879.716064453125 130.7496795654297
3880.61083984375 119.68606567382812
3881.503662109375 118.51891326904297
3882.396484375 132.71902465820312
3883.291748046875 133.26348876953125
3884.18505859375 120.00411987304688
3885.080810546875 123.104736328125
3885.974609375 138.2783203125
3886.87060546875 125.39019012451172
3887.764892578125 134.54129028320312
3888.6591796875 134.98492431640625
3889.555908203125 130.80715942382812
3890.45068359375 129.82595825195312
3891.347900390625 122.9349136352539
3892.242919921875 114.98069763183594
3893.140625 120.36495971679688
3894.0361328125 118.14447784423828
3894.93408203125 122.58364868164062
3895.830078125 115.23348236083984
3896.726318359375 117.79928588867188
3897.625 109.84465789794922
3898.521484375 114.72864532470703
3899.420654296875 120.21421813964844
3900.317626953125 115.69869995117188
3901.217041015625 116.81111145019531
3902.114501953125 112.6611557006836
3903.01220703125 106.18122863769531
3903.912109375 93.06558990478516
3904.810302734375 94.032958984375
3905.710693359375 92.69258117675781
3906.609375 101.7469253540039
3907.510009765625 120.31535339355469
3908.408935546875 149.36659240722656
3909.30810546875 169.14732360839844
3910.209716796875 149.04998779296875
3911.109130859375 115.65066528320312
3912.010986328125 101.51171875
3912.9111328125 100.100830078125
3913.813232421875 100.01642608642578
3914.713623046875 102.07305908203125
3915.6142578125 103.80548858642578
3916.51708984375 110.48429870605469
3917.418212890625 117.69461059570312
3918.321533203125 116.43002319335938
3919.222900390625 114.48326110839844
3920.126708984375 121.95684051513672
3921.028564453125 121.30054473876953
3921.9306640625 121.33436584472656
3922.8349609375 123.33316040039062
3923.7373046875 125.99713897705078
3924.64208984375 124.3700942993164
3925.545166015625 121.53593444824219
3926.4501953125 123.24398803710938
3927.353515625 125.90922546386719
3928.257080078125 124.19979858398438
3929.162841796875 126.94086456298828
3930.066650390625 125.45459747314453
3930.97314453125 123.89161682128906
3931.87744140625 125.52275848388672
3932.783935546875 120.74768829345703
3933.688720703125 115.60225677490234
3934.59375 118.99983978271484
3935.5009765625 123.08660125732422
3936.40625 123.33491516113281
3937.314208984375 129.85958862304688
3938.219970703125 124.32929992675781
3939.1279296875 121.2564926147461
3940.0341796875 125.13539123535156
3940.940673828125 123.75611114501953
3941.849365234375 122.62841033935547
3942.756103515625 121.22093200683594
3943.665283203125 121.2012710571289
3944.572509765625 120.70987701416016
3945.482177734375 116.47937774658203
3946.389892578125 118.78543853759766
3947.2978515625 122.66278076171875
3948.2080078125 115.2153549194336
3949.1162109375 113.65170288085938
3950.02685546875 116.72203826904297
3950.935546875 112.82521057128906
3951.8466796875 105.66259765625
3952.755859375 94.08517456054688
3953.6650390625 81.5698471069336
3954.576904296875 82.58991241455078
3955.486572265625 90.37882232666016
3956.398681640625 97.87931823730469
3957.308837890625 111.37358856201172
3958.221435546875 119.41160583496094
3959.132080078125 120.0850601196289
3960.044921875 119.3570327758789
3960.9560546875 123.63359832763672
3961.8671875 125.74384307861328
3962.78076171875 121.45909118652344
3963.6923828125 122.37320709228516
3964.6064453125 124.49593353271484
3965.5185546875 119.98777770996094
3966.432861328125 119.56365966796875
3967.345458984375 125.44438934326172
3968.258056640625 123.59072875976562
3969.173095703125 116.16926574707031
3970.086181640625 116.58927917480469
3971.001708984375 123.34127044677734
3971.915283203125 122.14143371582031
3972.831298828125 115.4769515991211
3973.7451171875 122.62894439697266
3974.6591796875 121.5190200805664
3975.575927734375 123.93785858154297
3976.490478515625 123.18456268310547
3977.407470703125 119.00464630126953
3978.322509765625 120.47057342529297
3979.23974609375 118.27715301513672
3980.1552734375 111.69642639160156
3981.07080078125 112.53206634521484
3981.98876953125 113.26020812988281
3982.905029296875 99.14633178710938
3983.8232421875 97.47128295898438
3984.73974609375 92.40859985351562
3985.65869140625 96.25222778320312
3986.57568359375 91.35171508789062
3987.49267578125 85.47289276123047
3988.412109375 85.49789428710938
3989.329833984375 98.57624053955078
3990.249755859375 129.18458557128906
3991.167724609375 150.20762634277344
3992.087890625 127.7764892578125
3993.00634765625 105.32030487060547
3993.925048828125 92.92161560058594
3994.845947265625 92.1116714477539
3995.764892578125 91.90565490722656
3996.686279296875 96.61698913574219
3997.605712890625 107.84809112548828
3998.527587890625 111.48638153076172
3999.447509765625 107.57884979248047
4000.367431640625 115.55486297607422
4001.2900390625 120.13668823242188
4002.21044921875 120.07733154296875
4003.13330078125 115.68500518798828
4004.054443359375 119.9859619140625
4004.9775390625 117.14673614501953
4005.89892578125 115.94398498535156
4006.820556640625 121.03472900390625
4007.74462890625 124.24516296386719
4008.66650390625 123.38652038574219
4009.5908203125 124.62944030761719
4010.51318359375 125.09030151367188
4011.43798828125 127.84519958496094
4012.36083984375 128.17832946777344
4013.283935546875 123.20889282226562
4014.20947265625 125.41424560546875
4015.1328125 129.25637817382812
4016.058837890625 125.46367645263672
4016.982666015625 119.26419067382812
4017.908935546875 120.42110443115234
4018.833251953125 125.64598083496094
4019.7578125 123.97026062011719
4020.684814453125 126.41921997070312
4021.609619140625 131.27423095703125
4022.537109375 121.42345428466797
4023.46240234375 123.47327423095703
4024.39013671875 132.11575317382812
4025.316162109375 127.70098876953125
4026.2421875 124.00094604492188
4027.17041015625 129.60890197753906
4028.096923828125 125.712890625
4029.02587890625 118.9383773803711
4029.95263671875 134.201904296875
4030.882080078125 121.3902359008789
4031.809326171875 119.67859649658203
4032.739013671875 127.42314147949219
4033.666748046875 128.58180236816406
4034.5947265625 123.80076599121094
4035.525146484375 124.9901351928711
4036.453369140625 131.0760955810547
4037.38427734375 129.78631591796875
4038.31298828125 123.0322036743164
4039.244140625 122.9634017944336
4040.173583984375 130.92782592773438
4041.10302734375 131.2207794189453
4042.03466796875 134.25653076171875
4042.964599609375 129.7448272705078
4043.89697265625 123.86356353759766
4044.8271484375 122.3555908203125
4045.760009765625 120.76077270507812
4046.690673828125 119.54424285888672
4047.62158203125 124.67678833007812
4048.554931640625 128.8446502685547
4049.486328125 123.89112091064453
4050.420166015625 128.7231903076172
4051.35205078125 126.28168487548828
4052.2861328125 124.45267486572266
4053.218505859375 121.43970489501953
4054.15087890625 120.33683013916016
4055.085693359375 120.36628723144531
4056.0185546875 122.17854309082031
4056.953857421875 130.38067626953125
4057.88720703125 131.9118194580078
4058.822998046875 127.472412109375
4059.756591796875 137.3906707763672
4060.690673828125 132.12344360351562
4061.626953125 123.79356384277344
4062.561279296875 126.59492492675781
4063.498291015625 128.36428833007812
4064.43310546875 128.20339965820312
4065.3701171875 129.3849334716797
4066.305419921875 123.65586853027344
4067.240966796875 117.03419494628906
4068.1787109375 123.11861419677734
